ID;Text;Label
D1-0801;Primitive roots are elements of a modular system that generate all other coprime elements through their powers. Specifically a number g is a primitive root modulo n if every integer coprime to n is congruent to a power of g modulo n. This means the powers of g cycle through the entire group of units. Not every modulus has a primitive root they only exist for moduli that are powers of two or primes or certain other specific forms. The existence of primitive roots is essential for the construction of Discrete Logarithm based cryptographic systems which rely on the difficulty of reversing the power operation.;Google
D1-0802;Learning, the process by which we acquire new knowledge or skills, is intricately linked to memory. It involves changes in synaptic connections within neural circuits, driven by experiences. Associative learning, such as classical and operant conditioning, involves forming connections between stimuli or between actions and their consequences. Non-associative learning, like habituation and sensitization, involves changes in response to a single stimulus. The brain's remarkable capacity for plasticity, mediated by molecular and cellular changes at synapses, underpins its ability to continuously learn and adapt throughout an individual's lifespan.;Meta
D1-0803;Renal pathology focuses on the microscopic examination of kidney biopsies to diagnose diseases like glomerulonephritis, diabetic nephropathy, or acute kidney injury. The epidemiology of kidney disease tracks its prevalence, incidence, and risk factors, such as hypertension and diabetes, often revealing significant health disparities. Understanding the pathological mechanisms behind kidney damage, coupled with population-level data on disease burden, allows for early detection programs and targeted interventions. This integrated approach is crucial for preventing progression to end-stage renal disease and improving kidney health outcomes across diverse populations.;Meta
D1-0804;Path integrals similar to those describing stiff polymers arise in the Helfrich model for membranes. We show how these types of path integrals can be evaluated and apply our results to study the thermodynamics of a minority stripe phase in a bulk membrane. The fluctuation induced contribution to the line tension between the stripe and the bulk phase is computed, as well as the effective interaction between the two phases in the tensionless case where the two phases have differing bending rigidities.;Human
D1-0805;The physiology of mollusks such as cephalopods including octopuses and squids demonstrates a high level of neurological complexity and sophisticated sensory systems. These marine invertebrates possess a highly developed brain and large eyes that are remarkably similar in structure to those of vertebrates. Their ability to change skin color and texture instantly using specialized cells called chromatophores is used for camouflage and communication. Cephalopods also utilize jet propulsion by expelling water from a muscular siphon which allows for rapid movement in the water column. This combination of intelligence and physical agility makes them formidable predators in the ocean, highlighting the diverse evolutionary paths taken by the Phylum Mollusca;Google
D1-0806;Biomarkers are measurable indicators of some biological state or condition. In biochemistry, biomarkers are often specific molecules (e.g., proteins, metabolites, nucleic acids) whose presence, absence, or altered levels can indicate disease, physiological processes, or therapeutic responses. For example, prostate-specific antigen (PSA) is a biomarker for prostate cancer, and blood glucose levels are a biomarker for diabetes. The discovery and validation of novel biomarkers are critical for early disease detection, monitoring disease progression, personalizing treatment strategies, and assessing drug efficacy, driving advancements in precision medicine.;Meta
D1-0807;Soil microbiology focuses on microorganisms living within the complex matrix of mineral particles organic matter water and air that constitutes soil. This habitat supports enormous microbial diversity including bacteria archaea fungi protozoa and viruses. Soil microbes decompose plant residues releasing nutrients such as nitrogen phosphorus and sulfur that sustain plant growth. Interactions among microorganisms influence soil structure formation of aggregates and suppression of plant pathogens. Agricultural practices including crop rotation organic amendments and reduced chemical inputs can enhance beneficial microbial communities. Understanding soil microbiology therefore contributes to sustainable agriculture and ecosystem resilience.;OpenAI
D1-0808;Alveoli within the lungs are highly specialized structures designed to maximize gas exchange efficiency. Each alveolus is surrounded by a dense network of pulmonary capillaries that bring deoxygenated blood from the heart. The walls separating alveoli and capillaries are extremely thin allowing oxygen molecules to diffuse rapidly into the bloodstream while carbon dioxide diffuses into the alveolar air space. Surfactant produced by specialized alveolar cells reduces surface tension preventing alveolar collapse during exhalation. Continuous ventilation ensures that fresh oxygen rich air replenishes the alveoli maintaining the gradient necessary for efficient respiratory gas exchange.;OpenAI
D1-0809;A higher order theory of dilaton gravity is constructed as a generalization of the Einstein-Lovelock theory of pure gravity. Its Lagrangian contains terms with higher powers of the Riemann tensor and of the first two derivatives of the dilaton. Nevertheless, the resulting equations of motion are quasi-linear in the second derivatives of the metric and of the dilaton. This property is crucial for the existence of brane solutions in the thin wall limit. At each order in derivatives the contribution to the Lagrangian is unique up to an overall normalization. Relations between symmetries of this theory and the O(d,d) symmetry of the string-inspired models are discussed.;Human
D1-0810;In this paper, we report on the magnetic properties of Ba2CoS3, a spin-chain compound recently found to be the first Co2+ containing one-dimensional sulphide to show metallic-like conductivity and negative magnetoresistance. We carried out an in-depth experimental investigation of the local structure of the cobalt atoms, and ab-initio calculations of the resulting electronic configuration of Co2+. From theoretical considerations, the intra-chain coupling was predicted to be antiferromagnetic. Experimentally, several estimates of this magnetic coupling were derived by analysing the temperature dependence of the magnetic susceptibility. Magnetic and heat capacity measurements also provided evidence of a three-dimensional antiferromagnetic ordering, a feature indicative of a noticeable inter-chain coupling in this quasi-1D system.;Human
D1-0811;The overwhelming primary cause of lung cancer is smoking, accounting for approximately 80-90% of all cases. Tobacco smoke contains thousands of toxic chemicals, many of which are potent carcinogens that damage lung cells, leading to uncontrolled growth. Prolonged exposure to secondhand smoke also significantly increases the risk for non-smokers. Beyond tobacco, exposure to radon gas, a naturally occurring radioactive gas that can accumulate in homes, is the second leading cause. Other significant factors include occupational exposure to substances like asbestos, uranium, chromium, and nickel, as well as long-term inhalation of severe air pollution. While less common, a family history of lung cancer and previous radiation therapy to the chest can also contribute to an individual's risk;Google
D1-0812;Restoration ecology is the scientific study supporting the practice of ecological restoration, which is the process of assisting the recovery of an ecosystem that has been degraded, damaged, or destroyed. The goal is to return the ecosystem to a healthy, self-sustaining state, often aiming for its historical trajectory. This involves active intervention, such as reintroducing native species, removing invasive species, re-establishing hydrological regimes, or remediating contaminated soils. Effective restoration requires a deep understanding of ecological principles, local environmental conditions, and long-term monitoring to ensure success.;Meta
D1-0813;When ultrathin metal films are subjected to multiple cycles of rapid melting and resolidification by a ns pulsed laser, spatially correlated interfacial nanostructures can result from a competition among several possible thin film self-organizing processes. Here we investigate self-organization and the ensuing length scales when Co films (1-8 nm thick) on SiO_{\text{2}} surfaces are repeatedly and rapidly melted by non-uniform (interference) laser irradiation. Pattern evolution produces nanowires, which eventually break-up into nanoparticles exhibiting spatial order in the nearest neighbor spacing, \lambda_{NN2}.The scaling behavior is consistent with pattern formation by thermocapillary flow and a Rayleigh-like instability. For h_{0}\leq2 nm, a hydrodynamic instability of a spinodally unstable film leads to the formation of nanoparticles.;Human
D1-0814;We demonstrate that the strong anomalies in the high frequency LO-phonon spectrum in cuprate superconductors can in principle be explained by the enhanced electronic polarizability associated with the self-organized one dimensionality of metallic stripes. Contrary to the current interpretation in terms of transversal stripe fluctuations, the anomaly should occur at momenta parallel to the stripes. The doping dependence of the anomaly is naturally explained, and we predict that the phonon line-width and the spread of the anomaly in the transverse momentum decrease with increasing temperature while high resolution measurements should reveal a characteristic substructure to the anomaly.;Human
D1-0815;Chromatography is a versatile separation technique extensively used in physical chemistry for analyzing complex mixtures. It involves separating components of a mixture based on their differential partitioning between a stationary phase and a mobile phase. Various types exist, such as gas chromatography (GC), liquid chromatography (LC), and thin-layer chromatography (TLC), each suited for different types of samples. This technique is indispensable for identifying, quantifying, and purifying substances in analytical chemistry, biochemistry, and environmental science. Chromatography is critical for drug development, forensic analysis, and quality control, providing accurate separation and identification of chemical compounds effectively;Meta
D1-0816;High-frequency circuit design in electrical engineering focuses on circuits operating at RF and microwave frequencies, where parasitic effects, transmission line behavior, and electromagnetic coupling become significant. Engineers design amplifiers, mixers, oscillators, and filters with precise impedance matching and low noise characteristics. Applications include wireless communication, radar, and satellite systems. Advanced design requires electromagnetic simulation, thermal management, and careful component selection. Layout, grounding, and shielding impact performance, necessitating meticulous engineering. Knowledge of semiconductor devices, transmission lines, and signal integrity is essential. High-frequency circuit design enables reliable operation in challenging environments and forms the backbone of modern telecommunication and sensing technologies.;OpenAI
D1-0817;The Cayley-Hamilton theorem states that every square matrix satisfies its own characteristic equation. This means that if $p(\lambda)$ is the characteristic polynomial of a matrix A, then $p(A) = 0$. This theorem is remarkable as it allows for the expression of higher powers of a matrix in terms of lower powers, up to the identity matrix. It has practical applications in simplifying matrix expressions, computing matrix inverses, and solving linear differential equations. The theorem provides a deep connection between the algebraic properties of a matrix and its polynomial representation, which is quite elegant.;Meta
D1-0818;Pathology focuses on the structural and functional changes in cells and tissues that underlie various diseases while epidemiology examines the distribution and determinants of health-related states in specific populations. The integration of these fields allows researchers to understand how microscopic cellular damage translates into broad public health trends across different demographics. By analyzing biopsy specimens alongside demographic data scientists can identify risk factors and environmental triggers that contribute to the onset of chronic conditions. This dual approach is essential for developing comprehensive strategies for disease prevention and clinical intervention in modern medicine today;Google
D1-0819;The theory of special relativity demonstrates that electricity and magnetism are not independent phenomena but are aspects of a single electromagnetic force that appears differently depending on the observer's frame of reference. In the frame where a charge is at rest, only an electric field exists. In a frame where the charge is moving, a magnetic field also appears. This transformation between electric and magnetic fields under Lorentz transformations shows that what one observer measures as a purely magnetic force, another observer moving at a different velocity will measure as partly electric. Special relativity was historically motivated in part by the need to reconcile Newtonian mechanics with the invariant speed of light predicted by Maxwell's equations.;Anthropic
D1-0820;Surface chemistry focuses on the physical and chemical phenomena that occur at the interface of two different phases, such as solid-gas or liquid-liquid boundaries. Adsorption is a primary process in this field, where molecules from a fluid phase adhere to a solid surface through either physical forces or chemical bonds. Physisorption involves weak van der Waals interactions, while chemisorption involves the formation of stronger covalent or ionic bonds. Catalysis often occurs at these interfaces, where the surface of a solid catalyst provides an active site that lowers the activation energy of a reaction. This field is critical for industrial processes and environmental protection;Google
D1-0821;I investigate superconducting states in a quasi-2D Holstein model using the dynamical cluster approximation (DCA). The effects of spatial fluctuations (non-local corrections) are examined and approximations neglecting and incorporating lowest-order vertex corrections are computed. The approximation is expected to be valid for electron-phonon couplings of less than the bandwidth. The phase diagram and superconducting order parameter are calculated. Effects which can only be attributed to theories beyond Migdal--Eliashberg theory are present. In particular, the order parameter shows momentum dependence on the Fermi-surface with a modulated form and s-wave order is suppressed at half-filling. The results are discussed in relation to Hohenberg's theorem and the BCS approximation.;Human
D1-0822;Asphalt pavement design requires a deep understanding of viscoelastic material behavior to prevent common failures such as permanent deformation and fatigue cracking. The Superpave mix design method evaluates the performance of asphalt binders over a wide range of operating temperatures and loading rates. Modifiers like styrene-butadiene-styrene polymers are often added to the bitumen to improve its resistance to rutting in hot climates and thermal cracking in cold regions. Engineers must also consider the angularity and graduation of the mineral aggregates to ensure sufficient interlock and frictional resistance. Proper drainage layers are incorporated into the pavement structure to prevent moisture-induced damage and maintain the structural capacity of the roadway.;Google
D1-0823;Pathology of renal diseases examines histological and cellular alterations in glomeruli, tubules, and interstitium that underlie conditions such as glomerulonephritis, diabetic nephropathy, and polycystic kidney disease. Pathological assessment identifies inflammation, fibrosis, and cellular degeneration, providing insights into mechanisms of renal dysfunction. Epidemiological studies determine prevalence, incidence, and risk factors including hypertension, diabetes, and genetic predispositions. Integration of pathological and epidemiological data allows for population-level risk assessment, early detection, and targeted interventions. This combined approach informs preventive strategies, therapeutic planning, and public health policy, reducing morbidity and mortality associated with renal diseases and optimizing healthcare outcomes at the community level.;OpenAI
D1-0824;Vibrational spectroscopy, including both Raman and Infrared techniques, provides detailed information about the bond strengths and molecular geometry of a substance. Infrared spectroscopy measures the absorption of light that causes bonds to stretch or bend, while Raman spectroscopy observes the inelastic scattering of photons. These two methods are often complementary, as some molecular vibrations are active in one but not the other due to symmetry rules. By interpreting the resulting spectra, chemists can identify unknown compounds and monitor the progress of reactions in real-time. These techniques are widely used in forensic science, environmental monitoring, and the quality control of pharmaceutical products;Google
D1-0825;"This work is dedicated to a new completely algebraic approach to Arakelov geometry, which doesn't require the variety under consideration to be generically smooth or projective. In order to construct such an approach we develop a theory of generalized rings and schemes, which include classical rings and schemes together with ""exotic"" objects such as F_1 (""field with one element""), Z_\infty (""real integers""), T (tropical numbers) etc., thus providing a systematic way of studying such objects. This theory of generalized rings and schemes is developed up to construction of algebraic K-theory, intersection theory and Chern classes. Then existence of Arakelov models of algebraic varieties over Q is shown, and our general results are applied to such models.";Human
D1-0826;Electromagnetic compatibility testing evaluates the ability of electronic equipment to function correctly while neither causing nor being susceptible to electromagnetic interference. Radiated emissions testing measures the electromagnetic fields emitted by a device at specified distances in a controlled environment such as an anechoic chamber or open-area test site. Conducted emissions testing measures noise propagating through power and signal cables. Immunity testing exposes the device to standardized electromagnetic disturbances to verify it continues to operate correctly. Standards such as those from the International Electrotechnical Commission and the Federal Communications Commission define acceptable emission limits and immunity levels for different categories of equipment. Passing these tests is required for market access in many countries.;Anthropic
D1-0827;Natural language processing is a multidisciplinary field that combines linguistics and computer science to enable machines to understand and generate human language. Early methods relied on rule based systems and statistical models but modern NLP is dominated by deep learning techniques. Large language models trained on massive corpora can perform various tasks such as translation summarization and sentiment analysis with remarkable accuracy. These models use self attention mechanisms to capture long range dependencies in text and generate coherent responses. Despite their success challenges remain in addressing biases within training data and ensuring that the generated content is factually accurate and ethically sound. The ultimate goal is to achieve human like communication and comprehension;Google
D1-0828;Aerospace manufacturing involves advanced processes to produce high-performance aircraft and spacecraft components. Precision machining, additive manufacturing, and composite layup techniques enable complex geometries with tight tolerances. Quality control employs non-destructive testing, such as ultrasonic, radiographic, and thermographic inspections, to detect defects in metals and composites. Joining methods, including riveting, welding, and adhesive bonding, must maintain structural integrity under operational stresses. Thermal treatments and surface coatings enhance strength, corrosion resistance, and fatigue life. Automation and robotics improve production efficiency and consistency. Manufacturing processes directly impact vehicle performance, weight, and durability, making rigorous engineering oversight essential to meet stringent aerospace industry standards;OpenAI
D1-0829;Pathology of pediatric infectious diseases evaluates cellular and tissue alterations in children caused by bacteria, viruses, fungi, or parasites. Histopathological findings, including inflammation, necrosis, and immune cell infiltration, provide insight into disease mechanisms and progression. Epidemiological studies assess prevalence, incidence, age-specific risk factors, and transmission patterns, supporting identification of vulnerable populations. Integrating pathology with epidemiology allows for evaluation of preventive strategies such as vaccination programs, hygiene promotion, and early therapeutic interventions. This multidisciplinary approach informs public health planning, healthcare resource allocation, and outbreak management, reducing morbidity and mortality associated with pediatric infectious diseases globally.;OpenAI
D1-0830;New facilities and technologies have advanced our understanding of massive stars significantly over the past 30 years. Here I introduce a new large survey of massive stars using VLT-FLAMES, noting the target fields and observed binary fractions. These data have been used for the first empirical test of the metallicity dependence of the intensity of stellar winds, finding good agreement with theory -- an important result for the evolutionary models that are used to interpret distant clusters, starbursts, and star-forming galaxies. Looking ahead, plans for future Extremely Large Telescopes (ELTs) are now undergoing significant development, and offer the exciting prospect of observing spatially-resolved massive stars well beyond the Local Group.;Human
D1-0831;Drug tolerance describes a phenomenon where repeated administration of a drug leads to a decreased response to the same dose over time, necessitating an increase in dose to achieve the original effect. This can occur through various mechanisms, including pharmacodynamic tolerance (e.g., down-regulation or desensitization of receptors) or pharmacokinetic tolerance (e.g., increased drug metabolism). Tachyphylaxis is a rapidly developing form of tolerance, occurring acutely after just a few doses. Tolerance is a significant clinical challenge, especially with long-term drug use, such as opioids for pain management. Understanding the mechanisms of tolerance is crucial for designing effective dosing strategies and managing patient outcomes, sometimes involving drug holidays or switching medications.;Meta
D1-0832;We calculate the radiative properties for a linear dipole-coupled chain of qubits. Using the explicit energy eigenstates of the system, we find the radiation patterns for spontaneous transitions from the one-photon eigenstates to the ground state of the system. We show that depending on the excitation of a specific atom, the radiation tends to be focused either along or perpendicular to the chain. We conclude with a derivation of the total decay rate of the one-photon eigenstates, and find the interesting result that for systems where the photon wavenumber is not much larger than the interatomic spacing, up to 94% of the eigenstates are subradiant, that is, they decay significantly slower than a single atom in isolation.;Human
D1-0833;Competitive inhibition occurs when a molecule similar in structure to the substrate binds to the enzyme's active site, preventing the actual substrate from binding. This type of inhibition can be overcome by increasing the substrate concentration, which outcompetes the inhibitor for the active site. In a Lineweaver-Burk plot, competitive inhibition is characterized by an increase in the apparent Km while the Vmax remains unchanged. This principle is widely applied in medicine for example, statins are competitive inhibitors of the enzyme HMG-CoA reductase, which is the rate-limiting step in cholesterol biosynthesis. By blocking this enzyme, statins effectively lower blood cholesterol levels and reduce the risk of cardiovascular disease;Google
D1-0834;We report a detailed spectroscopic study of the pressure induced neutral-ionic phase transition (NIT) of the mixed-stack charge-transfer (CT) crystal tetrathiafulvalene-chloranil (TTF-CA). We show that the pressure induced phase transition is still first-order and involves the presence of an intermediate disordered phase, defined by the coexistence of two species of different ionicity. Further application of pressure gradually converts this phase into an homogeneous ferroelectric phase with a single ionicity. In addition, we detect strong pretransitional phenomena which anticipate the intermediate phase and are indicative of a precursor dynamic regime dominated by fluctuations.;Human
D1-0835;"We consider testing independence in group-wise selections with some restrictions on combinations of choices. We present models for frequency data of selections for which it is easy to perform conditional tests by Markov chain Monte Carlo (MCMC) methods. When the restrictions on the combinations can be described in terms of a Segre-Veronese configuration, an explicit form of a Gr\""obner basis consisting of moves of degree two is readily available for performing a Markov chain. We illustrate our setting with the National Center Test for university entrance examinations in Japan. We also apply our method to testing independence hypotheses involving genotypes at more than one locus or haplotypes of alleles on the same chromosome.";Human
D1-0836;An interval coloring of a graph G is a proper coloring of E(G) by positive integers such that the colors on the edges incident to any vertex are consecutive. A (3,4)-biregular bigraph is a bipartite graph in which each vertex of one part has degree 3 and each vertex of the other has degree 4, it is unknown whether these all have interval colorings. We prove that G has an interval coloring using 6 colors when G is a (3,4)-biregular bigraph having a spanning subgraph whose components are paths with endpoints at 3-valent vertices and lengths in {2,4,6,8}. We provide sufficient conditions for the existence of such a subgraph.;Human
D1-0837;Quantum dots are semiconductor nanocrystals so small that their electronic properties are dominated by quantum mechanical effects. When their size is comparable to the electron's de Broglie wavelength, electrons are confined in all three spatial dimensions, leading to discrete energy levels, much like in an atom. This quantum confinement results in their unique optical and electronic properties, such as size-tunable light emission. Quantum dots are utilized in various applications, including LED displays, solar cells, biological imaging, and quantum computing research.;Meta
D1-0838;A recent, major, puzzle in the core-level photoemission spectra of doped manganites is the observation of a 1-2 eV wide shoulder with intensity varying with temperature T as the square of the magnetization over a T scale of order 200K, an order of magnitude less than electronic energies. This is addressed and resolved here, by extending a recently proposed two electron fluid l-b model for these systems to include core-hole effects. The shoulder arises from a rapid redistribution of e_g electron density, as a function of T, between the highly localized (l) and band-like (b) states. Furthermore, our theory leads to a correspondence between spectral changes due to increasing doping and decreasing T, as experimentally observed.;Human
D1-0839;The distribution of prime numbers in arithmetic progressions is governed by Dirichlet's theorem, proved in 1837, which asserts that for any two coprime positive integers a and d, there are infinitely many primes of the form a plus n times d. The proof introduced L-functions, now called Dirichlet L-functions, which are generalizations of the Riemann zeta function twisted by characters of the multiplicative group modulo d. These L-functions encode deep arithmetic information about primes in progressions. The generalized Riemann hypothesis, which posits that all non-trivial zeros of Dirichlet L-functions lie on the critical line, has numerous conditional consequences for the distribution of primes and remains one of the most important unresolved conjectures in all of mathematics today.;Anthropic
D1-0840;Gene editing refers to a group of technologies that give scientists the ability to change an organism's DNA. These technologies allow genetic material to be added, removed, or altered at particular locations in the genome. The most widely used gene-editing tool is CRISPR-Cas9, but others like TALENs (Transcription Activator-like Effector Nucleases) and ZFNs (Zinc-Finger Nucleases) also exist. Gene editing has vast potential for treating human diseases, creating disease-resistant crops, and understanding fundamental biological processes. The precision and relative ease of these methods have opened new frontiers in molecular biology, with ongoing ethical debates surrounding their application in humans.;Meta
D1-0841;Students, after they leave our care, are called to solve the diverse problems of the world, so we should teach to increase transfer: the ability to apply fundamental principles to new problems and contexts. This ability is rare. The following pages are from a workshop for faculty on designing courses that promote transfer. I discuss two design principles: to name the transferable ideas and to illustrate them with examples from diverse subjects. The discussion uses dimensional reasoning as the example of a valuable transferable idea, illustrating it with three diverse examples.;Human
D1-0842;We briefly discuss our recent field-theoretic study of polyelectrolyte complexation, which occurs in solutions of two oppositely charged polyelectrolytes. Charged systems require theoretical methods beyond the mean-field (or self-consistent field) approximation, indeed, mean-field theory is qualitatively incorrect for such polyelectrolyte solutions. Both analytical (one-loop) and numerical (complex Langevin) methods to account for charge correlations are discussed. In particular, the first application of field-theoretic simulations to polyelectrolyte systems is reported. The polyelectrolyte charge-charge correlation length and a phase diagram are provided, effects of charge redistribution are qualitatively explored.;Human
D1-0843;Colouring sparse graphs under various restrictions is a theoretical problem of significant practical relevance. Here we consider the problem of maximizing the number of different colours available at the nodes and their neighbourhoods, given a predetermined number of colours. In the analytical framework of a tree approximation, carried out at both zero and finite temperatures, solutions obtained by population dynamics give rise to estimates of the threshold connectivity for the incomplete to complete transition, which are consistent with those of existing algorithms. The nature of the transition as well as the validity of the tree approximation are investigated.;Human
D1-0844;We introduce a novel extension of the Gutzwiller variational wavefunction able to deal with insulators that escape any mean-field like description, as for instance non-magnetic insulators. As an application, we study the Mott transition from a paramagnetic metal into a non-magnetic Peierls, or valence-bond, Mott insulator. We analyze this model by means of our Gutzwiller wavefunction analytically in the limit of large coordination lattices, where we find that: (1) the Mott transition is first order, (2) the Peierls gap is large in the Mott insulator, although it is mainly contributed by the electron repulsion, (3) singlet-superconductivity arises around the transition.;Human
D1-0845;We investigate the relation between the scaling of block entropies and the efficient simulability by Matrix Product States (MPS), and clarify the connection both for von Neumann and Renyi entropies (see Table I). Most notably, even states obeying a strict area law for the von Neumann entropy are not necessarily approximable by MPS. We apply these results to illustrate that quantum computers might outperform classical computers in simulating the time evolution of quantum systems, even for completely translational invariant systems subject to a time independent Hamiltonian.;Human
D1-0846;"In a rigorous construction of the path integral for supersymmetric quantum mechanics on a Riemann manifold, based on B\""ar and Pf\""affle's use of piecewise geodesic paths, the kernel of the time evolution operator is the heat kernel for the Laplacian on forms. The path integral is approximated by the integral of a form on the space of piecewise geodesic paths which is the pullback by a natural section of Mathai and Quillen's Thom form of a bundle over this space. In the case of closed paths, the bundle is the tangent space to the space of geodesic paths, and the integral of this form passes in the limit to the supertrace of the heat kernel.";Human
D1-0847;The James Webb Space Telescope utilizes infrared observations to peer through thick clouds of interstellar dust that obscure the birth of stars and planetary systems. Because infrared light has longer wavelengths than visible light it can pass through dense nebulae revealing the hidden processes of protostellar collapse and the formation of protoplanetary disks. This capability allows astronomers to study the earliest galaxies that formed shortly after the Big Bang which have been redshifted into the infrared spectrum due to the expansion of space. Webb represents a massive leap in sensitivity and resolution providing unprecedented insights into the chemical evolution of the cosmos;Google
D1-0848;Heat transfer is a crucial area of mechanical engineering that deals with conduction, convection, and radiation of thermal energy. Engineers analyze heat flow to design efficient cooling and heating systems in engines, electronic devices, and industrial equipment. Computational simulations model temperature distribution and thermal stresses, optimizing material selection and geometry. Advanced techniques, such as heat exchangers, phase change materials, and thermal management systems, enhance energy efficiency. Understanding thermophysical properties, boundary layer behavior, and transient thermal responses is essential for accurate system design. Innovations in nanotechnology and microchannel heat transfer allow engineers to develop compact, high-performance thermal solutions for modern applications.;OpenAI
D1-0849;A heat reservoir (or thermal reservoir) is a hypothetical body that can absorb or reject finite amounts of heat without undergoing a change in temperature. It has an infinitely large thermal capacity, meaning its temperature remains constant during heat exchange with a system. Examples often include the atmosphere, oceans, or large bodies of water, which can exchange heat with thermodynamic systems without significant temperature fluctuations. Heat reservoirs are essential conceptual elements in defining and analyzing thermodynamic cycles, such as the Carnot cycle, as they represent the sources and sinks of heat that drive engines and refrigerators, simplifying the analysis of energy conversion limits.;Meta
D1-0850;We introduce a procedure developed by the ``Teramo Stellar Populations Tools'' group (Teramo-SPoT), specifically optimized to obtain realistic simulations of CCD images of elliptical galaxies. Particular attention is devoted to include the Surface Brightness Fluctuation (SBF) signal observed in ellipticals and to simulate the Globular Cluster (GC) system in the galaxy, and the distribution of background galaxies present in real CCD frames. In addition to the physical properties of the simulated objects - galaxy distance and brightness profile, luminosity function of GC and background galaxies, etc. - the tool presented allows the user to set some of the main instrumental properties - FoV, zero point magnitude, exposure time, etc.;Human
D1-0851;We consider a Mass Varying Neutrinos (MaVaNs) model in supersymmetric theory. The model includes effects of supersymmetry breaking transmitted by the gravitational interaction from the hidden sector, in which supersymmetry was broken, to the dark energy sector. Then evolutions of the neutrino mass and the equation of state parameter of the dark energy are presented in the model. It is remarked that only the mass of a sterile neutrino is variable in the case of the vanishing mixing between the left-handed and a sterile neutrino on cosmological time scale. The finite mixing makes the mass of the left-handed neutrino variable.;Human
D1-0852;Enzyme kinetics is the study of the rates of enzyme-catalysed chemical reactions. In enzyme kinetics, the reaction rate is measured and the effects of varying the conditions of the reaction are investigated. Studying an enzyme's kinetics in this way can reveal the catalytic mechanism of this enzyme, its role in metabolism, how its activity is controlled, and how a drug or a modifier (inhibitor or activator) might affect the rate. An enzyme (E) is a protein molecule that serves as a biological catalyst to facilitate and accelerate a chemical reaction in the body. It does this through binding of another molecule, its substrate (S), which the enzyme acts upon to form the desired product.;Human
D1-0853;We discuss how all variant 10d and 11d maximal supergravities, including star supergravities and supergravities in different signatures, can be obtained as different real slices of three complex actions. As an application we study the recently introduced domain-wall/cosmology correspondence in this approach. We give an example in 9d and 10d where the domain-wall and corresponding cosmology can be viewed as different real slices of the same complex solution. We argue how in this case the pseudo-supersymmetry of the cosmological solutions can be understood as the invariance under supersymmetry of a variant supergravity.;Human
D1-0854;Graph theory and linear algebra intersect through matrix representations of networks such as adjacency matrices and Laplacian matrices. These matrices encode connections between nodes and allow network properties to be studied using eigenvalues and eigenvectors. For example the second smallest eigenvalue of the Laplacian relates to graph connectivity and clustering structure. Spectral graph theory applies these ideas to analyze community detection diffusion processes and synchronization phenomena. By translating discrete network problems into matrix form researchers can apply powerful linear algebraic tools to understand complex interconnected systems.;OpenAI
D1-0855;Dengue fever is a mosquito-borne viral illness caused by dengue virus, a positive-sense, single-stranded RNA virus of the Flaviviridae family, transmitted primarily by Aedes aegypti and Aedes albopictus mosquitoes. There are four distinct serotypes of dengue virus, and infection with one serotype confers lasting immunity only to that serotype. Secondary infection with a different serotype can trigger severe dengue, also known as dengue hemorrhagic fever or dengue shock syndrome, through a phenomenon called antibody-dependent enhancement. With an estimated three hundred ninety million infections occurring annually and half of the world's population living in areas at risk, dengue constitutes an enormous global health burden requiring integrated vector control, surveillance, and vaccination strategies.;Anthropic
D1-0856;The metal-oxide-semiconductor field-effect transistor, known as the MOSFET, is the most widely manufactured electronic device in existence. MOSFETs control current flow between the drain and source terminals through voltage applied to the gate, which is insulated from the channel by a thin oxide layer. Enhancement-mode MOSFETs are off by default and turn on with applied gate voltage, while depletion-mode devices are normally on. MOSFETs are fundamental to CMOS integrated circuit technology, enabling the design of logic gates, memory cells, and microprocessors. Their high input impedance, low power consumption, and scalability to nanometer dimensions have made them the dominant transistor technology in modern digital electronics.;Anthropic
D1-0857;The Jahn-Teller effect is a significant concept in inorganic chemistry that describes the geometric distortion of non-linear molecular systems under certain electronic conditions. Specifically when a molecule has a degenerate electronic ground state it will undergo a spontaneous distortion to remove the degeneracy and lower its overall energy. This effect is most commonly observed in octahedral complexes of transition metals with specific d electron configurations such as high-spin d4 or low-spin d7. The resulting structural changes often lead to elongated or compressed bond lengths which significantly affect the electronic absorption spectra and the magnetic behavior of the transition metal complex;Google
D1-0858;In this paper we derive 4-dimensional General Relativity from three dimensions, using the intrinsic spatial geometry inherent in Yang--Mills theory which has been exposed by previous authors as well as as some properties of the Ashtekar variables. We provide various interesting relations, including the fact that General Relativity can be written as a Yang--Mills theory where the antiself-dual Weyl curvature replaces the Yang--Mills coupling constant. We have generalized the results of some previous authors, covering Einsteins spaces, to include more general spacetime geometries.;Human
D1-0859;We consider a model for periodic patterns of charges constrained over a cylindrical surface. In particular we focus on patterns of chiral helices, achiral rings or vertical lamellae, with the constraint of global electroneutrality. We study the dependence of the patterns' size and pitch angle on the radius of the cylinder and salt concentration. We obtain a phase diagram by using numerical and analytic techniques. For pure Coulomb interactions, we find a ring phase for small radii and a chiral helical phase for large radii. At a critical salt concentration, the characteristic domain size diverges, resulting in macroscopic phase segregation of the components and restoring chiral symmetry. We discuss possible consequences and generalizations of our model.;Human
